id	packet_count
20031	10501	661
21731	40031	655
11001	10301	654
10101	10501	651
22531	10601	651
11201	10801	648
60631	21411	644
60101	11301	643
21731	11301	640
21031	21831	639
60831	11401	638
21501	11301	635
21831	10501	630
21031	20301	622
22531	21831	615
20151	11301	615
61331	21501	614
30031	10501	611
31301	61931	610
30451	60101	610
60431	11401	605
30551	60101	605
30351	21411	601
61331	11401	601
50231	50331	598
40231	10601	590
20151	10501	588
30951	21411	579
20451	21831	577
60201	21501	577
10401	40031	576
10301	10011	574
21631	10501	569
61731	21501	568
62231	21831	566
21251	20301	566
60431	21501	562
61631	11401	561
20851	20711	556
61131	11401	548
40231	40031	544
62031	20301	543
60201	61931	541
60101	21831	540
21331	10601	539
60331	11401	539
22231	11301	538
40231	11301	536
60001	11401	531
11001	40031	528
31251	21501	526
31301	11401	523
61431	10101	519
50031	60101	517
21411	20301	514
30551	21501	511
60001	60101	504
60931	21501	504
21631	20301	496
10701	10301	495
61231	21501	493
20151	20301	486
10701	11101	479
10601	10701	479
50031	21501	478
50131	21501	478
21331	21831	473
62031	20031	467
20551	21831	467
61331	20031	466
22431	11001	461
21731	10601	456
30031	21831	455
20301	10701	451
30851	30651	449
50031	50531	448
22031	11301	447
50031	50331	447
22031	11001	446
31251	30031	443
62131	20301	443
21031	20031	439
20441	21831	431
20251	20301	429
60101	11401	429
22031	20301	427
22431	20301	425
11201	10301	423
20651	21831	420
60631	21501	416
22231	20301	410
31301	21501	406
31051	60001	403
61031	21501	402
61931	20711	400
60731	11401	399
11301	10301	399
61331	21411	398
61531	21501	398
30251	30151	395
21501	61931	392
20551	10501	387
60831	21501	387
10501	11301	386
22231	11001	382
61631	10101	379
50131	50331	377
11101	10801	376
50131	50531	372
21411	20711	367
22031	10601	363
21251	20711	363
30451	21501	357
22031	20031	356
60731	21501	355
21731	10501	353
30151	61931	351
22331	11301	349
22531	11001	348
62231	22131	348
40031	10501	346
50331	21411	344
22131	11001	340
21731	20301	338
60731	60001	335
50131	30031	333
31301	50531	326
50231	60101	325
11001	21831	325
30251	30031	325
20441	10501	324
50531	21411	323
31051	31131	322
20151	10601	322
60931	60001	321
31301	21411	320
30851	31301	317
30351	30031	316
60001	21831	314
62031	22431	313
30251	11401	313
62231	21631	312
20941	22031	311
50531	11401	310
30551	31301	309
30651	30031	307
40231	21831	307
20711	21831	306
20851	21031	304
62231	22231	303
22331	11001	302
20851	21411	300
62031	21031	300
31131	22431	299
40331	21831	299
21031	22231	298
62231	22431	297
10601	40031	297
20941	20711	294
11301	10201	294
30351	50331	292
50031	30031	290
31131	20031	290
40131	10701	290
60831	60001	290
30351	21501	289
11201	10701	289
20541	10501	289
61831	60001	289
21331	20301	287
30551	30031	287
21501	11401	286
22031	22531	282
61131	21501	282
62131	22131	282
30351	20711	281
50231	21411	280
31051	31301	279
31051	30151	276
21251	21931	275
60001	50331	274
60931	20301	271
62131	20031	270
20711	20301	270
60001	21501	269
20941	11301	268
50231	30031	267
10101	10401	266
21831	11001	265
40131	10601	264
22431	21931	263
60001	21411	262
61931	21411	261
31301	60101	261
21151	20301	260
10101	22231	259
31301	20711	257
30451	30031	256
11101	10011	255
62031	20711	255
62031	10101	254
22431	10601	253
21731	22131	250
60101	61931	249
40231	11001	248
61731	60001	248
22031	22431	248
22031	10401	247
40131	11001	247
21251	11001	246
21831	20301	246
22431	10501	245
21931	40031	245
61731	20031	245
10101	20301	244
10101	20711	243
20441	10601	242
61031	60001	241
20851	20151	238
22031	21931	237
10101	22331	237
61931	20301	236
60101	10101	236
62231	20031	236
21731	20031	236
61631	62131	236
20151	20031	235
21631	22131	233
61831	21501	233
50531	20301	232
30251	30651	231
30251	60001	230
61431	21501	227
20441	20031	225
20641	22131	224
62031	11401	223
10301	10701	223
20941	10501	223
50531	20711	223
10301	11101	222
61531	61931	222
60531	61931	221
50531	21501	220
31131	60101	220
62131	11301	220
50331	60101	219
61131	60001	219
31251	21411	218
50331	20301	217
61231	60001	216
20441	20641	216
21331	20711	216
20451	20301	215
60931	11401	214
40331	10601	213
20031	11001	213
20941	21731	212
21931	20301	211
62031	21411	211
22431	22131	209
61731	61931	209
21731	20711	207
61031	60631	206
22231	22131	204
61231	60631	204
21631	40131	204
61931	60101	202
21151	20711	202
62231	21931	202
61431	62231	201
10101	21931	201
31131	21411	201
30151	62031	200
20941	10101	198
60531	60001	198
62031	22231	198
60431	60001	198
22331	22131	197
60931	31131	195
61631	60001	195
40331	40031	194
22031	10501	194
61331	61931	193
31131	21831	193
20151	22131	192
21501	30031	192
61331	60001	192
10401	20301	191
22331	21931	191
20441	20541	191
61031	60201	190
61831	31131	190
10801	10011	190
50531	10101	189
30551	31131	189
40331	11001	188
31051	31251	187
20441	21731	187
20151	21931	187
61931	22531	186
31251	60001	185
62031	21931	184
11401	22531	182
30951	31301	182
21631	20031	182
21631	21731	181
10401	20711	180
62131	22431	180
20031	10401	180
62131	21411	180
22231	21931	179
50131	60101	177
31051	21501	177
20651	20301	176
60531	20301	175
20551	20301	174
10101	22431	173
31131	21931	173
21031	11401	173
10501	10301	173
20451	10401	172
50331	30031	172
21731	10401	172
20641	21731	172
62031	21631	172
20451	20031	171
60001	20711	171
11401	20151	170
11001	20301	170
60331	62131	170
22331	20301	169
10601	10301	169
21501	60101	169
50331	11401	168
10401	11001	168
62131	21031	168
60831	31131	168
31251	31131	167
11101	10301	167
30251	31131	166
21631	11001	165
30551	30651	164
50531	20151	163
21031	22531	162
21331	22231	160
60331	60001	158
50331	21501	158
60731	60631	158
20551	20031	156
20031	21931	156
60431	61931	155
21151	21831	155
22031	22331	153
61231	60201	153
62031	10401	152
61031	31131	152
20651	20031	152
21251	21731	152
22431	10401	151
31131	21501	151
61531	60001	150
20451	10501	150
61631	61931	149
61931	11401	148
21151	21411	148
62031	21501	148
30151	31131	148
31131	20151	148
22531	20151	147
61931	50531	146
20031	20711	145
21631	20711	145
50331	61931	144
22431	20151	144
21331	21931	144
30551	50031	144
61931	21631	144
62131	20151	144
60201	31131	144
30951	60101	143
20151	10401	142
21731	11001	142
22431	20031	142
20031	21411	142
60631	60001	142
61831	20301	141
22331	10501	141
21151	20151	141
20941	62131	140
61231	61131	140
30351	60001	140
62231	22031	140
61431	31131	139
30151	60001	139
61431	20301	139
20301	40031	138
11001	20711	138
62131	50531	137
30951	31131	136
22031	22131	136
20941	20031	135
10501	21831	135
21331	10501	135
50531	21031	135
21251	20151	134
10601	21831	134
21731	40131	134
21411	40031	133
20151	22431	133
61431	60001	133
11401	21631	132
61531	61331	132
22431	22231	131
62231	10501	131
10501	20711	130
30951	30151	130
22531	20711	129
21631	21931	129
11001	10701	129
50231	31131	128
60731	61331	128
61231	31131	128
61831	61331	128
21631	22331	127
60201	20031	127
21931	11001	127
30251	31301	127
21631	40331	127
30951	60001	127
22431	22331	127
10601	11001	126
10501	11001	126
11401	22231	126
60201	62031	125
31131	50531	125
61131	60201	125
50331	50531	124
20641	20711	124
60831	60631	123
21831	20711	123
62131	21731	123
22231	20031	122
20641	22231	121
20251	20711	121
20941	21031	120
22531	21931	120
60631	62031	120
61931	21501	120
60331	20031	120
60431	21411	120
62031	61931	120
22131	20301	119
31131	31051	119
50131	31301	119
22331	20031	118
60331	60201	118
20651	20711	117
60531	31131	117
61131	60631	117
30651	31301	117
60631	11401	117
61531	60631	116
21411	20151	115
21031	20711	114
10911	10301	114
50131	60001	114
11401	21501	114
21631	20251	114
62131	20711	113
61531	31131	113
62031	20851	113
60001	20031	112
50231	30351	112
22431	22031	112
11301	10501	112
31131	30031	111
21731	21931	111
20651	20151	111
60731	60201	111
60931	60201	111
20151	40331	110
20151	11001	110
21731	20151	110
20641	22431	110
20711	10401	110
60431	31131	110
10401	21931	109
11401	62131	109
22531	22331	109
20941	20641	109
20641	21031	109
22231	20711	108
60331	31131	108
21631	10401	108
30551	60001	108
50131	21411	108
20941	20151	108
20641	22331	107
50531	61931	107
62031	60101	107
10101	22131	107
30651	31131	107
60101	62031	107
20551	21251	106
60001	21731	106
60431	60201	105
60831	60201	105
20441	21031	105
21831	22231	105
21151	10101	105
20151	22331	104
21501	21411	104
30551	30151	104
20451	20711	104
20651	10401	103
21331	22031	103
10501	20301	103
20551	10401	102
50031	60001	102
60431	62131	102
62031	22131	102
21251	21031	101
61831	60631	101
31131	60001	101
21151	22131	100
20031	40031	100
22131	10401	100
61231	60731	100
21251	20541	100
40131	11301	100
20441	20711	100
60931	60631	100
21831	40231	100
62131	22031	100
21831	21931	99
61531	60201	98
60531	60201	98
61731	61131	98
61431	60631	97
60631	31131	97
20941	20541	97
11001	22231	97
60831	60531	97
10601	20301	97
20031	22131	96
30951	30651	96
62131	60101	96
20451	20151	95
61331	60631	95
30151	31051	95
21411	61931	94
60531	60431	94
21731	40331	94
20251	21831	94
61631	20301	93
22531	21411	93
62231	21031	93
62231	20151	93
21251	20441	92
22531	20301	92
20151	20251	92
20941	10401	92
60631	20031	92
61031	60831	92
31301	30351	92
61331	31131	91
60101	30031	91
20151	22031	91
30651	30151	91
22531	21731	91
62231	21731	90
10801	10301	90
50031	31131	89
61931	21731	89
31301	20301	89
10401	21731	88
21151	21731	88
22531	20031	88
50131	30351	88
50531	21631	88
30151	30031	87
61531	60731	87
10101	20031	87
61231	61331	87
40331	20301	87
31251	30151	87
30651	60001	86
21031	21411	86
20651	21251	86
61131	31131	86
22131	10601	85
40031	11301	85
62031	20541	85
31131	61931	85
61431	60531	84
61431	60201	84
60531	60631	83
61031	61331	83
31251	30551	83
50531	50331	83
21411	62131	83
30251	30351	83
61731	61331	82
21251	20031	82
20541	20711	82
60001	21631	81
21831	22031	81
31051	11401	81
11401	61931	81
22531	22231	81
60431	60331	81
60001	30031	81
21931	10401	81
61631	60631	81
11001	22031	80
60631	61331	80
30951	30031	80
31301	20031	80
62231	10401	80
21501	22131	80
60731	60531	80
61931	20031	79
22131	20151	79
21931	20711	79
22031	21731	79
22531	10401	79
22531	22031	79
20851	10101	79
60201	60001	79
61831	60531	78
60431	60631	78
30551	11401	78
10401	22131	78
20551	11001	78
10801	10201	78
21031	22031	77
61231	60531	77
31301	30031	77
21331	20151	77
61831	61131	77
10101	21731	77
30151	30651	77
61831	60201	77
20641	20541	76
22431	21411	76
60531	21411	76
21251	11401	76
61031	60431	76
10101	22031	76
61531	60431	76
61531	61131	75
21501	50531	75
61431	61331	75
20851	21631	75
61131	60431	74
20441	21251	74
11301	21831	74
20451	21251	74
31131	22031	74
10601	22231	74
61731	60631	74
61731	31131	74
21731	20251	73
21501	62031	73
60001	50531	73
11001	40231	73
22331	21731	73
61431	60831	72
20251	21411	72
20451	21631	72
61731	60201	72
10401	21631	72
10401	22231	72
61031	60531	72
60531	60331	71
61231	60931	71
61831	60431	71
50331	10101	71
61631	60331	70
22031	21631	70
22331	22531	70
21831	21731	70
62231	10101	69
21331	21251	69
20941	11401	69
21831	22331	69
30451	30651	68
62131	21931	68
30351	60101	68
40231	40131	68
50531	60101	68
31051	60531	68
20541	20031	68
50231	31301	67
31131	21731	67
61631	60831	67
50331	60001	67
60001	31131	67
61231	60431	66
11001	21931	66
20541	20641	66
61031	61131	66
61831	60831	65
21831	20251	65
22431	20711	65
50031	31301	65
10601	22331	65
60931	61831	65
20651	22431	65
31301	31131	65
22331	20151	64
21631	10601	64
60831	61731	64
61731	61631	64
21151	10401	64
22331	20711	64
10601	21931	64
21411	21031	63
60731	31131	63
22031	20151	63
11001	22131	63
21251	21331	63
60931	61331	63
60931	60531	63
61631	61531	63
20031	20301	63
60731	61731	63
22431	21731	62
30651	11401	62
62131	21631	62
60731	60331	62
30351	11401	62
30651	60631	62
22531	10101	62
60001	31301	62
50531	30031	61
60431	20031	61
21931	22231	61
60631	60201	61
22431	22531	60
11001	40131	60
31301	21031	60
30151	31301	60
20251	10401	60
21031	20851	59
60531	61331	59
22131	21931	59
20711	20551	59
61631	31131	59
22231	21411	59
61231	61031	59
61731	60531	59
61031	60931	58
10601	22031	58
60531	61131	58
50231	50131	58
21931	22331	58
21931	10601	58
20641	21831	57
21031	22331	57
60731	21411	57
61331	20301	57
30751	31301	56
20451	21931	56
61131	60531	56
60531	60831	56
61631	60531	56
30751	30451	56
61031	61431	56
60531	30451	56
61831	60931	56
21501	62231	56
20151	21251	56
21501	20151	56
61731	61431	56
60931	61731	56
60931	61131	56
20541	22531	55
61131	60931	55
60931	60831	55
60531	61731	55
21501	20551	55
10101	20151	54
61731	60431	54
22331	22431	54
30251	30551	54
31251	31301	54
22331	21631	54
22231	22531	54
20551	20151	54
30651	30351	53
31131	30151	53
61431	61731	53
61231	60331	53
20151	21731	53
61031	20031	53
20941	22531	53
60431	20301	53
21631	22031	53
10101	11001	52
20031	21031	52
60331	60631	52
21411	20851	52
60431	61731	52
21831	20031	52
20441	20301	52
40031	10601	52
21031	20551	51
20151	20711	51
61231	61431	51
60101	20301	51
20641	11401	51
20641	62231	51
61931	50331	51
60101	21411	51
60931	61431	50
21931	21411	50
60431	60531	50
50331	21031	50
22031	22231	50
22431	62231	49
22531	61931	49
22131	20031	49
61531	60531	49
60831	61431	49
22331	10401	49
31131	50331	49
22031	62231	49
21411	62231	49
20651	11001	49
21501	20441	48
60631	60431	48
20851	20941	48
11401	62031	48
61231	61531	48
20711	11001	48
20301	10401	47
61131	31301	47
20031	21631	47
21411	10101	47
21151	21501	47
50531	60001	47
60731	60831	47
60631	30031	47
60201	11401	47
50131	20711	47
21631	62231	46
30151	30351	46
61731	60831	46
30551	30351	46
61431	60931	46
50231	10101	46
60001	60201	46
20251	20151	46
60931	60431	46
61831	61431	46
40331	40131	46
20711	21931	46
21931	20031	45
61531	22531	45
60101	31131	45
30031	22231	45
21411	21931	45
61131	61031	45
31131	31251	45
21151	11401	45
20301	22231	45
30031	21631	45
30031	21411	45
21411	40231	45
11001	21631	45
50531	10601	44
22231	22431	44
21151	21631	44
61831	61731	44
20541	20301	44
20851	20551	44
61931	20151	44
61631	60201	44
20541	22231	43
20551	21631	43
31131	20711	43
21831	10401	43
61631	61431	43
61431	60331	43
20301	21631	43
61931	62131	42
22031	20941	42
20251	21931	42
11001	21731	42
40031	11001	42
20641	21931	42
61031	61731	41
21151	11001	41
20441	21631	41
60931	21411	41
60201	60431	41
30551	31251	41
60831	60431	41
62031	20151	41
21331	20641	41
60531	21931	40
60201	60831	40
21831	40331	40
61431	21411	40
20151	20541	40
20551	20711	40
60731	60931	40
30751	30351	40
20251	22131	40
20441	21331	40
20541	22331	40
61331	60831	40
61031	61531	40
22331	21031	39
20301	21931	39
21031	20641	39
20441	22031	39
20941	62231	39
30351	20301	39
62131	10401	39
10401	22031	39
60101	20711	39
20651	21731	39
60331	60431	39
61931	22131	39
31301	30651	39
11001	22531	38
60831	62031	38
60331	60531	38
10601	40131	38
60731	60431	38
22131	21731	38
10501	21731	38
21411	22031	38
61531	61731	38
22131	22331	38
21631	20151	38
21031	62231	38
60101	10601	38
20651	22131	38
11001	10401	37
21031	20941	37
61231	61731	37
20711	20151	37
31301	60631	37
61331	61431	37
10501	22431	37
60831	61131	37
20851	21251	37
22231	20151	37
50131	31131	37
20711	20651	37
60831	61831	37
22131	21631	37
21501	20301	37
60431	60831	37
60331	20301	36
22331	22231	36
31251	31051	36
20711	20031	36
31251	30451	36
60731	61431	36
61431	20031	36
22531	22131	36
61231	60831	36
21931	22431	36
22031	20711	36
61631	61331	36
30551	30451	36
60631	61731	36
20441	22231	36
61831	10101	36
21731	21411	35
22131	22231	35
60201	60631	35
11401	21031	35
61331	60201	35
21331	22131	35
61331	31301	35
21631	20541	35
61431	61631	35
60101	10401	35
60201	60531	35
20551	22431	34
30951	30451	34
20301	20031	34
10101	22531	34
40331	21631	34
31251	30651	34
60431	31301	34
62031	62231	34
61131	60831	34
20541	21631	34
61331	60531	34
30651	60531	34
40131	40231	34
21411	20651	34
22531	21631	33
61231	11301	33
22031	40031	33
60201	20711	33
21251	20551	33
21411	62031	33
20031	22031	33
30951	30351	33
61631	60931	33
60931	20031	33
61931	62231	33
31051	60631	33
20451	20551	32
50031	50131	32
20641	20301	32
60331	60831	32
60831	61331	32
62231	22531	32
61631	61231	32
60731	61931	32
20451	21031	31
60831	60931	31
30031	11001	31
30351	50531	31
21631	22531	31
60631	60331	31
61531	60931	31
61731	60331	31
62231	62131	31
30551	30251	30
50231	60001	30
21731	20941	30
10401	20151	30
61931	10101	30
40331	11301	30
30151	30251	30
22431	10101	30
60001	60431	30
20641	10101	30
62131	62231	30
11001	11101	30
61131	61431	29
21931	21731	29
60831	61931	29
61731	60931	29
21731	21631	29
21251	21631	29
10401	21331	29
61831	60331	29
60431	30351	29
60431	61631	29
20711	21631	29
21731	22531	29
60101	31301	28
21031	62131	28
20711	21411	28
61631	61131	28
61531	60831	28
61231	61631	28
61131	61331	28
60101	50331	28
21501	21731	28
61531	61431	28
20451	21731	28
20151	21331	28
40331	40231	28
10501	10101	28
61631	61831	28
20251	20031	28
30151	31251	28
22131	22531	28
60831	61631	27
20711	22031	27
61631	60731	27
61131	61731	27
22031	10101	27
31251	60101	27
20711	22131	27
61131	61631	27
20301	22131	27
61331	62131	27
21731	22031	27
10401	22531	26
60631	30451	26
22131	20541	26
21031	10101	26
10601	10401	26
30451	11401	26
61031	61631	26
20851	20031	26
22131	62231	26
20301	22531	26
60831	61531	26
60931	61631	26
61031	21411	26
20711	20851	25
61431	61831	25
10401	62231	25
30451	30151	25
61631	60431	25
22231	21631	25
20301	21731	25
30651	30551	25
20451	10101	25
31301	31051	25
61931	22231	25
62231	21501	25
20651	21631	25
61931	10401	25
61531	61631	24
21151	20251	24
61931	30031	24
62131	22331	24
30451	31131	24
10501	20031	24
61031	60331	24
21331	20941	24
62131	22531	24
21031	50531	24
60331	61931	24
20941	20251	24
61131	60331	24
22231	20541	24
21931	20541	24
20851	20651	24
20301	20151	24
21731	62231	23
62231	60101	23
30651	30451	23
21931	22131	23
60631	61931	23
21931	21331	23
10601	40231	23
30031	20711	23
20451	11001	23
20151	21411	23
50131	50231	23
21151	30031	23
21931	20151	23
10501	21631	23
60001	60531	23
30451	30351	23
11101	10701	23
50131	10501	23
50331	31131	23
10101	62131	22
61531	21411	22
62131	20551	22
60331	21411	22
10501	21501	22
50031	30351	22
62031	30031	22
60931	60331	22
60101	21631	22
61431	60431	22
21151	22031	22
61131	62031	22
21731	20541	22
30351	31131	22
11301	20301	22
22231	21331	22
21031	30031	22
21731	21251	22
50231	50031	22
11401	20551	22
11301	10401	21
21931	21251	21
22231	21031	21
40131	20301	21
62231	21331	21
30351	30651	21
31301	30451	21
60831	60331	21
20301	20941	21
21251	10401	21
10501	21411	21
31251	61931	21
60101	21501	21
60101	50531	21
31251	62031	20
21931	10101	20
60101	60201	20
11001	20031	20
22031	20551	20
20711	50531	20
11301	10601	20
61131	60731	20
20441	21931	20
20301	22331	20
61531	22031	20
21731	10101	20
20651	20551	20
20651	21931	20
61331	60331	20
21501	50331	20
20651	11401	20
21411	22531	20
62231	20301	20
21411	60101	20
11301	21731	20
60101	21731	20
60931	60731	20
60631	61431	20
21631	10101	19
20031	10101	19
10601	20711	19
30251	21411	19
11001	62231	19
11401	10401	19
22531	22431	19
21411	30031	19
60201	61831	19
50131	50031	19
62231	20551	19
30451	31301	19
62231	30031	19
60531	60931	19
61631	61031	19
21931	21631	19
21501	22031	19
20711	40331	19
30751	30651	19
60431	61431	18
30031	20651	18
21031	20651	18
20541	21931	18
22531	60101	18
30151	30451	18
62031	21731	18
20031	22531	18
61831	61631	18
10911	10701	18
20151	10101	18
22131	10101	18
60101	60531	18
60101	60001	18
21731	22331	17
60431	62031	17
60201	30031	17
20851	30031	17
20711	22531	17
61531	60331	17
30031	50531	17
21501	20031	17
30551	60531	17
30451	60331	17
60631	60531	17
21831	22131	17
30031	11401	17
20451	20251	17
21331	20441	17
20651	20251	17
10501	60101	17
20301	20711	17
20711	20251	17
30351	30551	17
11001	21411	16
30951	60631	16
62031	21831	16
61531	61031	16
10501	11401	16
20711	11401	16
60331	61331	16
21501	20711	16
61731	61831	16
20651	20941	16
30151	60531	16
60631	20711	16
21931	22031	16
60001	61331	16
10201	1	16
20251	21631	16
20711	60101	16
62031	20551	16
30151	11401	16
61831	61531	16
20541	21031	16
20541	11401	16
21631	20641	15
20301	11001	15
62131	10101	15
20151	22231	15
22231	21731	15
20651	22231	15
40231	20711	15
22331	20551	15
40331	10401	15
20451	20941	15
62131	22231	15
22431	20551	15
20651	21331	15
20451	22331	15
21631	21251	15
20031	22331	15
20031	20251	15
20031	22231	15
40231	21411	15
60531	61431	15
21831	22431	15
20641	22531	15
20711	20641	15
31301	60001	15
61031	60731	15
60201	61431	15
30031	21731	15
60201	61331	15
22331	22031	15
61631	21501	15
20641	10401	15
21331	20251	15
22031	60101	15
61431	61931	14
30451	31251	14
61931	21931	14
31301	62031	14
60001	61931	14
30451	60531	14
22131	40031	14
21331	10101	14
10601	21731	14
60331	61731	14
21151	50531	14
62131	20651	14
60201	60331	14
60431	11301	14
20031	50531	14
20251	20941	14
61231	61831	14
31251	30951	14
20711	21501	14
30451	60631	14
20541	21251	14
20301	22031	14
21251	22031	13
60331	61431	13
21731	22231	13
61131	61531	13
40231	21631	13
11301	11401	13
20151	21031	13
21731	22431	13
11301	62031	13
21411	20551	13
21411	21731	13
20301	62131	13
31051	30951	13
11401	22031	13
60431	61531	13
60831	21411	13
20711	62131	13
10801	11101	12
20251	22331	12
60431	20711	12
21031	21731	12
20541	21331	12
40231	40331	12
60001	60331	12
60001	30151	12
30951	31251	12
61531	31301	12
60931	61231	12
61231	20711	12
30451	60201	12
11401	20711	12
20251	21731	12
60331	62031	12
21331	30031	12
22131	60101	12
40131	10401	12
61331	60931	12
10401	22431	12
61231	20031	12
20151	21631	12
62031	10501	12
62231	22331	12
20851	20251	12
22331	30031	12
50031	30551	11
10401	40331	11
30351	30151	11
22131	22431	11
20541	10101	11
20301	21251	11
10911	11201	11
10501	40131	11
50331	30351	11
60331	11301	11
61331	62231	11
60431	30031	11
10101	20251	11
50531	21151	11
61331	62031	11
61631	62031	11
61531	61231	11
20151	20651	11
20031	62131	11
21411	50531	11
62231	20711	11
21831	20551	11
22431	21631	11
62231	10601	11
22231	22331	11
21411	21631	11
30451	30551	11
22331	20251	11
22431	10701	11
20441	22431	11
21251	20651	11
40231	20301	11
61431	60731	11
22331	10101	11
60431	60931	11
20641	20031	11
20031	60101	10
60101	21931	10
20651	22331	10
62131	11401	10
20551	22231	10
60001	10101	10
60731	30031	10
61731	61531	10
20031	40331	10
60531	61831	10
61731	60731	10
22031	21501	10
61831	31301	10
11301	62131	10
11001	22331	10
40131	21631	10
60831	61231	10
60331	61831	10
60631	60831	10
20851	10401	10
20301	20551	10
20651	21031	10
30651	31251	10
10601	22531	10
22131	21411	10
61331	61831	10
22231	22031	10
60731	20711	10
22031	21031	10
20541	62231	9
60831	60731	9
61431	61231	9
30351	21631	9
60201	60731	9
11301	10701	9
21631	10701	9
31301	30251	9
20851	21731	9
20651	62131	9
21501	22531	9
61831	60731	9
11201	11101	9
21501	31301	9
60431	61131	9
11001	40331	9
50531	31131	9
22031	30031	9
20301	20651	9
20451	11401	9
21151	22331	9
30351	31251	9
60831	20031	9
20251	21031	9
61231	31301	9
22131	30031	9
21931	40331	9
22531	21031	9
60101	60431	9
31301	60731	9
21501	10101	9
10101	20551	9
61031	61931	8
21331	21631	8
40131	21931	8
61831	20031	8
21411	21251	8
60631	10101	8
20251	11301	8
20711	20451	8
60431	61231	8
30551	30951	8
20031	21731	8
61431	61031	8
20851	20451	8
60431	61331	8
62031	22531	8
60931	31301	8
62131	61931	8
21831	21631	8
21501	62131	8
21501	61331	8
20451	21501	8
31251	30351	8
31131	30651	8
50331	31301	8
30451	60431	8
31051	60431	8
10601	21251	8
61231	21411	8
60431	60731	8
60201	20301	8
20031	20651	8
61031	61231	8
21501	60001	8
62031	22031	8
60001	22031	8
10301	11201	8
21331	21731	8
20551	10101	8
21631	40231	8
20151	22531	8
20031	40131	7
61131	61231	7
22131	21501	7
21331	10401	7
61731	62131	7
20151	20551	7
60631	60731	7
60101	61531	7
61631	61731	7
20651	21411	7
61931	20651	7
61831	61931	7
10701	11201	7
60531	60731	7
61331	60431	7
21501	10401	7
40131	40331	7
21631	60101	7
20711	20941	7
21501	30151	7
20651	20851	7
22231	10501	7
60001	30651	7
60731	61531	7
20031	21501	7
22231	20941	7
22131	22031	7
21501	30351	7
60331	30451	7
31131	60531	7
30031	60101	7
30031	22031	7
21331	20651	7
61931	21031	7
61031	61831	7
60731	61031	7
21631	21031	7
20551	20941	7
60531	31301	7
60831	61031	6
60731	61831	6
21411	20251	6
10101	50331	6
60101	61031	6
61431	61131	6
60631	60931	6
61331	61231	6
50531	62131	6
20441	62131	6
21151	62231	6
22231	10101	6
61831	61031	6
20301	20251	6
20031	50331	6
10601	21631	6
21031	21931	6
60201	31301	6
30951	31051	6
61831	61231	6
20031	61931	6
20031	20451	6
20711	21151	6
60331	20711	6
21931	20641	6
62131	20251	6
50531	62031	6
20541	61931	6
60931	61531	6
30951	60201	6
10501	22031	6
61031	10101	6
20301	21411	6
20651	10101	6
11301	61931	6
61331	61731	6
61131	61831	6
60101	30451	6
60731	20301	6
60101	60631	6
60331	60931	6
61531	61831	6
60631	61831	6
61331	60731	6
30351	31301	5
60931	30451	5
21151	62031	5
30031	21501	5
10401	21251	5
20551	20451	5
31301	60201	5
60731	62031	5
21501	31131	5
62231	31131	5
61931	22331	5
21931	20251	5
60101	61831	5
60531	61231	5
