result_time	node_id	parent_id	stats_frssi	stats_brssi	etx	temperature	humidity	voltage
2015-08-28 14:49:32.278	20641	11301	-94	-88	10	25.27	46.85	3.321
2015-08-28 14:50:48.994	20641	11301	-94	-93	10	26.18	46.27	3.315
2015-08-28 14:52:15.334	20641	11301	-94	-93	10	26.38	45.4	3.32
2015-08-28 14:53:21.61	20641	11301	-94	-91	10	26.47	44.95	3.32
2015-08-28 14:54:38.671	20641	11301	-94	-92	10	26.52	44.69	3.308
2015-08-28 15:07:15.578	20641	11301	-94	-89	10	26.05	51.0	3.306
2015-08-28 15:16:59.598	20641	11301	-91	-91	10	25.74	52.21	3.308
2015-08-28 15:25:46.55	20641	11301	-94	-91	10	26.36	52.42	3.334
2015-08-28 15:36:56.266	20641	11301	-94	-90	10	28.24	51.26	3.31
2015-08-28 15:50:52.699	20641	11301	-94	-88	10	31.0	49.0	3.31
2015-08-28 15:55:53.351	20641	11301	-94	-89	10	31.58	49.1	3.305
2015-08-28 16:07:18.454	20641	11301	-94	-91	10	31.27	50.44	3.305
2015-08-28 16:17:11.099	20641	11301	-94	-91	10	30.13	52.54	3.316
2015-08-28 16:28:51.823	20641	11301	-94	-92	10	29.51	53.35	3.311
2015-08-28 16:38:24.806	20641	11301	-94	-88	10	29.11	53.62	3.299
2015-08-28 16:49:04.247	20641	11301	-94	-84	10	28.66	53.97	3.332
2015-08-28 16:55:38.102	20641	11301	-94	-88	10
2015-08-28 17:01:28.314	20641	11301	-91	-88	10	27.66	54.63	3.309
2015-08-28 17:08:04.606	20641	11301	-91	-90	10	27.27	55.05	3.308
2015-08-28 17:14:46.51	20641	11301	-94	-88	10	27.13	54.96	3.304
2015-08-28 17:27:25.842	20641	11301	-94	-90	10	26.8	54.85	3.31
2015-08-28 17:35:23.739	20641	11301	-91	-88	10	26.41	55.02	3.32
2015-08-28 17:49:46.066	20641	11301	-94	-88	10	26.35	54.7	3.317
2015-08-28 17:58:50.626	20641	11301	-94	-90	10	26.26	54.68	3.309
2015-08-28 18:07:01.966	20641	11301	-94	-90	10	25.99	54.71	3.305
2015-08-28 18:14:58.019	20641	11301	-94	-88	10	25.8	54.87	3.319
2015-08-28 18:29:50.727	20641	11301	-94	-89	10	25.3	55.12	3.311
2015-08-28 18:39:22.906	20641	11301	-94	-89	10	25.02	55.26	3.323
2015-08-28 18:49:00.522	20641	11301	-94	-89	10	24.61	55.48	3.31
2015-08-28 18:57:27.839	20641	11301	-94	-89	10	24.32	55.6	3.319
2015-08-28 18:58:23.77	20641	11301	-94	-89	10
2015-08-28 19:03:00.99	20641	11301	-94	-89	10
2015-08-28 19:05:36.842	20641	11301	-91	-89	10	24.03	55.62	3.352
2015-08-28 19:18:15.734	20641	11301	-94	-88	10	23.4	55.93	3.317
2015-08-28 19:26:20.259	20641	11301	-91	-89	10	23.03	56.1	3.31
2015-08-28 19:36:38.502	20641	11301	-94	-89	10	22.56	56.15	3.305
2015-08-28 19:48:16.13	20641	11301	-94	-89	10	22.04	56.26	3.312
2015-08-28 19:59:00.466	20641	11301	-91	-88	10	21.57	56.34	3.321
2015-08-28 20:08:03.514	20641	11301	-94	-88	10	21.24	56.3	3.314
2015-08-28 20:18:39.398	20641	11301	-94	-88	10	20.95	56.13	3.32
2015-08-28 20:29:07.554	20641	11301	-94	-88	10	20.56	56.04	3.304
2015-08-28 20:41:06.446	20641	11301	-94	-88	10	20.14	56.07	3.304
2015-08-28 20:48:06.242	20641	11301	-94	-88	10	19.88	56.19	3.308
2015-08-28 20:59:57.791	20641	11301	-94	-87	10	19.61	56.06	3.317
2015-08-28 21:10:23.762	20641	11301	-94	-88	10
2015-08-28 21:11:09.586	20641	11301	-91	-88	10	19.32	55.98	3.358
2015-08-28 21:19:05.858	20641	11301	-94	-88	10	19.14	55.84	3.304
2015-08-28 21:25:15.928	20641	11301	-94	-88	10	19.02	55.76	3.308
