result_time	node_id	parent_id	stats_frssi	stats_brssi	etx	temperature	humidity	voltage
2015-08-28 16:45:57.659	20941	21931	-80	-76	15	27.44	56.2	3.818
2015-08-28 16:46:42.463	20941	21931	-80	-76	15	27.44	56.3	3.818
2015-08-28 16:47:39.846	20941	21931	-81	-76	15	27.44	56.39	3.818
2015-08-28 16:50:14.086	20941	21931	-82	-76	15	27.44	56.61	3.818
2015-08-28 16:50:39.702	20941	21931	-82	-78	15	27.44	56.67	3.818
2015-08-28 16:50:59.895	20941	21931	-83	-78	14	27.44	56.67	3.818
2015-08-28 16:52:08.387	20941	21931	-83	-78	14	27.41	56.79	3.818
2015-08-28 16:52:42.426	20941	21931	-81	-78	14	27.41	56.86	3.818
2015-08-28 16:54:37.215	20941	21931	-82	-76	14	27.38	56.98	3.818
2015-08-28 16:54:54.727	20941	21931	-82	-77	14	27.38	57.01	3.818
2015-08-28 16:55:43.054	20941	21931	-81	-78	13	27.36	57.07	3.818
2015-08-28 16:56:35.159	20941	21931	-84	-76	13	27.33	57.13	3.818
2015-08-28 16:56:55.378	20941	21931	-83	-78	13	27.33	57.16	3.818
2015-08-28 16:59:19.214	20941	21931	-82	-78	13	27.27	57.33	3.818
2015-08-28 17:00:55.734	20941	21931	-83	-77	13	27.22	57.48	3.818
2015-08-28 17:01:25.479	20941	21931	-82	-78	12	27.21	57.51	3.818
2015-08-28 17:01:45.482	20941	21931	-82	-78	12	27.19	57.54	3.818
2015-08-28 17:02:04.283	20941	21931	-82	-78	12	27.19	57.57	3.818
2015-08-28 17:03:12.434	20941	21931	-83	-78	12	27.13	57.66	3.818
2015-08-28 17:05:02.703	20941	21931	-83	-78	12	27.08	57.8	3.818
2015-08-28 17:05:19.926	20941	21931	-81	-78	11	27.08	57.8	3.818
2015-08-28 17:06:44.826	20941	21931	-80	-76	11	27.05	57.95	3.818
2015-08-28 17:07:50.498	20941	21931	-79	-75	11	27.05	58.05	3.818
2015-08-28 17:09:05.106	20941	21931	-82	-74	11	27.07	58.17	3.818
2015-08-28 17:10:34.555	20941	21931	-81	-78	11	27.08	58.27	3.818
2015-08-28 17:10:59.13	20941	21931	-81	-76	10	27.08	58.27	3.818
2015-08-28 17:11:39.81	20941	21931	-82	-76	10	27.1	58.3	3.818
2015-08-28 17:12:40.998	20941	21931	-82	-76	10	27.11	58.37	3.818
2015-08-28 17:13:34.983	20941	21931	-83	-78	10	27.13	58.4	3.818
2015-08-28 17:13:48.05	20941	21931	-83	-79	10	27.16	58.37	3.818
2015-08-28 17:15:18.995	20941	21931	-82	-78	10	27.19	58.38	3.818
2015-08-28 17:16:18.838	20941	21931	-83	-78	10	27.24	58.35	3.818
