id	packet_count
30251	30651	44
30251	30751	97
30251	31051	2
30251	31131	816
30251	31251	284
30251	31301	1845
30251	40231	1
30251	50131	1
30251	50431	1410
30251	60001	502
30251	60201	60
30351	10401	1
30351	10601	1
30351	20031	13
30351	20301	93
30351	20451	1
30351	20711	395
30351	21411	1450
30351	21501	326
30351	30151	323
30351	30251	1
30351	30351	2
30351	30451	25
30351	30551	123
30351	30651	184
30351	30751	51
30351	30951	5
30351	31051	3
30351	31131	406
30351	31251	196
30351	31301	863
30351	50031	171
30351	50131	149
30351	50431	822
30351	50531	49
30351	60101	361
30351	60201	370
30451	10911	1
30451	20651	1
30451	20711	1
30451	21411	438
30451	21501	845
30451	30151	325
30451	30351	106
30451	30551	305
30451	30651	258
30451	30751	224
30451	30951	33
30451	31051	66
30451	31131	821
30451	31251	366
30451	31301	898
30451	50031	1
30451	50431	347
30451	50531	1
30451	60001	65
30451	60101	624
30451	60201	176
30551	20301	2
30551	20711	4
30551	21411	397
30551	21501	708
30551	30151	254
30551	30251	35
30551	30351	709
30551	30451	317
30551	30651	330
30551	30751	198
30551	30951	54
30551	31051	44
30551	31131	433
30551	31251	482
30551	31301	1130
30551	40231	2
30551	50031	404
30551	50131	5
30551	50431	650
30551	60001	223
30551	60101	518
30551	60201	195
30651	1	1
30651	10501	1
30651	10601	2
30651	20301	1
30651	20651	1
30651	20711	26
30651	21031	10
30651	21411	80
30651	21501	1282
30651	30151	316
30651	30251	5
30651	30351	824
30651	30451	346
30651	30551	393
30651	30651	1
30651	30751	361
30651	30851	19
30651	30951	64
30651	31051	51
30651	31131	531
30651	31251	396
30651	31301	1248
30651	50031	12
30651	50431	170
30651	50531	1
30651	60001	412
30651	60101	775
30651	60201	187
30751	10501	1
30751	10601	1
30751	20251	1
30751	20651	1
30751	21411	5
30751	21501	1035
30751	30151	280
30751	30251	16
30751	30351	595
30751	30451	393
30751	30551	498
30751	30651	729
30751	30751	1
30751	30851	9
30751	30951	135
30751	31051	53
30751	31131	662
30751	31251	213
30751	31301	1370
30751	50031	72
30751	50131	1
30751	50431	154
30751	60001	390
30751	60101	150
30751	60201	375
30851	20651	1
30851	30351	1
30851	30651	4325
30851	30751	1069
30851	30951	13
30851	31131	80
30851	60001	537
30951	21501	51
30951	30151	37
30951	30351	3
30951	30451	11
30951	30551	36
30951	30651	30
30951	30751	13
30951	31051	28
30951	31131	128
30951	31251	39
30951	31301	100
30951	50431	92
30951	50531	2
30951	60101	208
30951	60201	20
31051	21411	14
31051	21501	89
31051	30151	28
31051	30351	3
31051	30451	5
31051	30551	8
31051	30651	13
31051	30951	11
31051	31131	41
31051	31251	21
31051	31301	70
31051	50431	78
31051	50531	29
31051	60101	69
31051	60201	29
31131	10401	9
31131	10501	292
31131	10601	154
31131	10701	3
31131	20031	188
31131	20251	1
31131	20301	417
31131	20451	4
31131	20551	17
31131	20651	15
31131	20711	100
31131	20951	150
31131	21031	10
31131	21151	4
31131	21251	76
31131	21411	245
31131	21501	254
31131	30151	84
31131	30251	10
31131	30351	173
31131	30451	35
31131	30551	62
31131	30651	41
31131	30751	7
31131	30951	8
31131	31051	282
31131	31131	1
31131	31251	244
31131	31301	332
31131	50031	50
31131	50131	14
31131	50231	1
31131	50331	17
31131	50431	248
31131	50531	25
31131	60001	156
31131	60101	108
31131	60201	168
31251	10501	3
31251	10601	1
31251	20031	14
31251	20651	1
31251	20711	24
31251	21411	1395
31251	21501	876
31251	30151	310
31251	30251	16
31251	30351	252
31251	30451	161
31251	30551	102
31251	30651	114
31251	30751	19
31251	30951	18
31251	31051	45
31251	31131	542
31251	31301	841
31251	50431	319
31251	50531	5
31251	60001	1
31251	60101	182
31251	60201	590
31301	10401	57
31301	10501	1090
31301	10601	8
31301	10701	1
31301	20031	424
31301	20251	6
31301	20301	384
31301	20551	4
31301	20651	186
31301	20711	269
31301	20851	41
31301	20951	3
31301	21151	16
31301	21411	489
31301	21501	835
31301	30151	272
31301	30251	27
31301	30351	338
31301	30451	160
31301	30551	124
31301	30651	34
31301	30751	49
31301	30951	7
31301	31051	59
31301	31131	241
31301	31251	359
31301	31301	2
31301	50031	107
31301	50131	17
31301	50331	20
31301	50431	683
31301	50531	303
31301	60001	12
31301	60101	174
31301	60201	391
40031	10401	118
40031	10501	897
40031	10601	711
40031	10701	4158
40031	11001	40
40031	20031	12
40031	20151	6
40031	20301	39
40031	20651	50
40031	20941	1
40031	21251	206
40031	21411	6
40031	40131	989
40031	40231	325
40031	40331	112
40031	60001	49
40131	10401	159
40131	10501	687
40131	10601	1031
40131	10701	4761
40131	11001	296
40131	11101	20
40131	20031	12
40131	20151	3
40131	20251	1
40131	20301	136
40131	20451	3
40131	20551	5
40131	20651	9
40131	20711	45
40131	20941	1
40131	20951	15
40131	21151	6
40131	21251	220
40131	21411	45
40131	40031	1081
40131	40231	369
40131	40331	118
40131	60001	43
40231	10401	68
40231	10501	919
40231	10601	762
40231	10701	2994
40231	11001	66
40231	20031	75
40231	20151	2
40231	20301	13
40231	20451	11
40231	20551	1
40231	20651	107
40231	20711	75
40231	20851	10
40231	21151	1
40231	21251	134
40231	21411	15
40231	40031	302
40231	40131	336
40231	40331	89
40231	60001	23
40331	10401	236
40331	10501	88
40331	10601	610
40331	10701	968
40331	20031	3
40331	20151	28
40331	20301	5
40331	20451	2
40331	20551	11
40331	20651	25
40331	20711	1
40331	20941	3
40331	20951	2
40331	21031	1
40331	21251	23
40331	40031	374
40331	40131	789
40331	40231	472
50031	20301	4
50031	20851	2
50031	20941	1
50031	21411	1568
50031	21501	1029
50031	30151	79
50031	30351	503
50031	30451	12
50031	30551	347
50031	30651	3
50031	30751	22
50031	30951	6
50031	31051	58
50031	31131	472
50031	31301	1298
50031	50131	312
50031	50231	6
50031	50331	17
50031	50431	1000
50031	50531	115
50031	60001	457
50031	60101	241
50031	60201	21
50131	11001	1
50131	20031	1
50131	20301	212
50131	20711	17
50131	21411	236
50131	21501	465
50131	30351	241
50131	30551	11
50131	31131	104
50131	31251	10
50131	31301	154
50131	50031	215
50131	50231	5
50131	50331	316
50131	50431	764
50131	50531	966
50131	60001	108
50131	60201	95
50231	20031	6
50231	20711	1
50231	21411	14
50231	21501	2694
50231	30351	25
50231	31131	345
50231	31251	22
50231	31301	610
50231	40031	1
50231	50031	344
50231	50131	188
50231	50331	414
50231	50431	1605
50231	50531	1
50231	60001	256
50231	60101	1
50231	60201	3
50331	10501	1288
50331	10601	2
50331	20031	423
50331	20301	249
50331	20711	136
50331	21151	1
50331	21411	660
50331	21501	188
50331	30351	3
50331	31051	1
50331	31131	79
50331	31301	273
50331	50031	10
50331	50131	128
50331	50231	3
50331	50431	367
50331	50531	391
50331	60001	50
50331	60201	107
50431	10401	129
50431	10501	317
50431	10601	2
50431	10701	1
50431	20031	863
50431	20301	469
50431	20451	224
50431	20551	41
50431	20651	5
50431	20711	1337
50431	20851	5
50431	20941	98
50431	20951	92
50431	21031	142
50431	21151	60
50431	21251	56
50431	21411	1245
50431	21501	852
50431	30151	43
50431	30251	23
50431	30351	674
50431	30451	14
50431	30551	13
50431	30651	3
50431	30751	1
50431	31051	19
50431	31131	277
50431	31251	37
50431	31301	500
50431	50031	64
50431	50131	84
50431	50331	104
50431	50531	292
50431	60001	167
50431	60101	292
50431	60201	160
50531	10401	257
50531	10501	1383
50531	20031	543
50531	20251	427
50531	20301	24
50531	20451	32
50531	20651	1
50531	20711	453
50531	20851	44
50531	20941	98
50531	20951	188
50531	21031	550
50531	21251	47
50531	21411	358
50531	21501	66
50531	30351	7
50531	31131	10
50531	31251	6
50531	31301	50
50531	50031	3
50531	50131	21
50531	50331	30
50531	50431	86
50531	50531	1
50531	60001	115
50531	60101	14
50531	60201	5
60001	10301	80
60001	10401	1030
60001	10501	675
60001	10601	922
60001	10701	2
60001	10911	30
60001	11001	26
60001	20031	171
60001	20151	49
60001	20251	7
60001	20301	92
60001	20451	125
60001	20551	122
60001	20651	193
60001	20711	247
60001	20851	80
60001	20951	30
60001	21031	66
60001	21151	5
60001	21251	136
60001	21411	233
60001	21501	276
60001	30251	33
60001	30451	49
60001	30551	43
60001	30651	51
60001	30751	48
60001	31051	90
60001	31131	1
60001	31251	36
60001	31301	9
60001	40031	159
60001	40131	110
60001	40231	1
60001	50031	11
60001	50331	1
60001	50431	126
60001	60201	88
60101	10401	75
60101	10501	122
60101	10601	1
60101	10701	1
60101	20031	1393
60101	20251	13
60101	20301	834
60101	20451	168
60101	20551	6
60101	20651	29
60101	20711	406
60101	20851	7
60101	20951	22
60101	21031	25
60101	21151	7
60101	21251	26
60101	21411	526
60101	21501	252
60101	30151	42
60101	30351	110
60101	30451	53
60101	30551	20
60101	30651	46
60101	30951	2
60101	31051	25
60101	31131	89
60101	31251	13
60101	31301	289
60101	50031	4
60101	50431	295
60101	50531	6
60101	60001	7
60101	60101	1
60101	60201	117
60201	10501	4
60201	20031	55
60201	20301	87
60201	20651	4
60201	20711	98
60201	21031	1
60201	21151	1
60201	21411	1212
60201	21501	797
60201	30151	274
60201	30251	1
60201	30351	442
60201	30451	8
60201	30551	51
60201	30651	71
60201	30751	50
60201	30951	3
60201	31051	61
60201	31131	432
60201	31251	373
60201	31301	895
60201	50131	38
60201	50331	63
60201	50431	869
60201	50531	328
60201	60001	43
60201	60101	827
60201	60201	2
