result_time	node_id	parent_id	stats_frssi	stats_brssi	etx	temperature	humidity	voltage
2014-08-26 22:26:59.67	20551	10601	-94	-88	10	21.72	68.71	2.999
2014-08-26 22:26:59.711	20551	10601	-94	-89	14	21.75	68.74	2.999
2014-08-26 22:27:08.826	20551	10601	-94	-88	14	21.76	68.72	2.999
2014-08-26 22:27:23.994	20551	10601	-94	-89	13	21.76	68.66	2.999
2014-08-26 22:27:43.347	20551	10601	-94	-89	12	21.78	68.61	2.999
2014-08-26 22:27:54.61	20551	10601	-94	-88	12	21.77	68.61	2.999
2014-08-26 22:28:05.754	20551	10601	-94	-89	12	21.79	68.58	2.999
2014-08-26 22:28:10.95	20551	10601	-94	-88	12	21.79	68.58	2.999
2014-08-26 22:28:23.094	20551	10601	-94	-88	12	21.78	68.58	2.999
2014-08-26 22:28:38.338	20551	10601	-94	-89	12	21.78	68.58	2.999
2014-08-26 22:28:50.538	20551	10601	-94	-89	12	21.78	68.58	2.999
2014-08-26 22:30:05.97	20551	10601	-94	-88	15	21.79	68.55	2.999
2014-08-26 22:30:16.67	20551	10601	-94	-88	15	21.78	68.52	2.999
2014-08-26 22:30:42.023	20551	10601	-94	-89	13	21.79	68.5	2.999
2014-08-26 22:31:04.263	20551	10601	-94	-88	12	21.82	68.47	2.999
2014-08-26 22:31:11.402	20551	10601	-94	-88	12	21.79	68.44	2.999
2014-08-26 22:32:44.698	20551	10601	-94	-89	19	21.83	68.36	2.999
2014-08-26 22:33:07.014	20551	10601	-94	-89	19	21.83	68.36	2.999
2014-08-26 22:33:28.262	20551	10601	-94	-88	29	21.83	68.33	2.999
2014-08-26 22:33:28.282	20551	10601	-94	-88	29	21.83	68.33	2.999
2014-08-26 22:48:02.142	20551	10601	-94	-88	15	21.64	68.27	2.999
2014-08-26 22:52:40.886	20551	10601	-94	-89	12	21.53	68.34	2.999
2014-08-26 22:54:16.186	20551	10601	-94	-90	13	21.56	68.23	2.999
2014-08-26 23:03:40.675	20551	10601	-94	-87	16	21.57	68.09	2.999
2014-08-26 23:15:08.335	20551	10601	-94	-88	24	21.58	67.72	2.999
2014-08-26 23:21:17.947	20551	10601	-94	-86	21	21.4	68.17	2.999
2014-08-26 23:21:29.199	20551	10601	-94	-87	20	21.38	68.19	2.999
2014-08-26 23:22:31.878	20551	10601	-94	-88	19	21.36	68.25	2.999
2014-08-26 23:24:31.694	20551	10601	-94	-89	16	21.36	68.22	2.999
2014-08-26 23:25:00.091	20551	10601	-94	-89	16	21.38	68.22	2.999
2014-08-26 23:25:52.951	20551	10601	-94	-87	16	21.36	68.22	2.999
2014-08-26 23:26:05.143	20551	10601	-94	-87	16	21.38	68.22	2.999
2014-08-26 23:26:46.735	20551	10601	-94	-87	16	21.36	68.22	2.999
2014-08-26 23:28:44.102	20551	10601	-94	-85	15	21.36	68.16	2.999
2014-08-26 23:29:23.591	20551	10601	-94	-85	15	21.4	68.14	2.999
2014-08-26 23:30:42.587	20551	10601	-94	-87	19	21.43	68.06	2.999
2014-08-26 23:30:42.6	20551	10601	-94	-87	22	21.44	68.03	2.999
2014-08-26 23:30:52.726	20551	10601	-94	-87	22	21.46	68.01	2.999
2014-08-26 23:31:15.011	20551	10601	-94	-84	22	21.47	67.96	2.999
2014-08-26 23:31:20.107	20551	10601	-94	-86	22	21.46	67.92	2.999
2014-08-26 23:32:35.558	20551	10601	-91	-88	18	21.46	67.95	2.999
2014-08-26 23:32:47.723	20551	10601	-94	-87	18	21.46	67.92	2.999
2014-08-26 23:34:14.174	20551	10601	-94	-88	23	21.47	67.87	2.999
2014-08-26 23:35:26.251	20551	10601	-94	-88	25	21.53	67.77	2.999
2014-08-26 23:38:19.763	20551	10601	-94	-88	25	21.46	67.95	2.999
2014-08-26 23:38:35.983	20551	10601	-94	-89	25	21.46	67.95	2.999
2014-08-26 23:38:46.103	20551	10601	-94	-89	25	21.45	67.95	2.999
